Year,State Name,District Name,Block Name,Panchayat Name
2007,KARNATAKA,DAKSHIN KANNAD,PUTTUR,BANNURU
2007,KARNATAKA,DAKSHIN KANNAD,PUTTUR,BETTAMPADY
2007,KARNATAKA,DAKSHIN KANNAD,PUTTUR,HIREBANDADY
2007,KARNATAKA,DAKSHIN KANNAD,PUTTUR,KABAKA
2007,KARNATAKA,DAKSHIN KANNAD,PUTTUR,UPPINANGADY
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,BALILA
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,KALANJA
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,KALMADKA
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,KANAKAMAJALU
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,KODIYALA
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,NELLURUKEMRAJE
2007,KARNATAKA,DAKSHIN KANNAD,SULLIA,PANJA
2007,KARNATAKA,HASSAN,CHANNARAYAPATNA,SHRAVANABELAGOLA
2007,KARNATAKA,HASSAN,HASSAN,SATHYAMANGALA
2007,KARNATAKA,KODAGU,MADIKERI,BALLAMAVATTI
2007,KARNATAKA,KODAGU,MADIKERI,BETTAGERI
2007,KARNATAKA,KODAGU,MADIKERI,HAKATHUR
2007,KARNATAKA,KODAGU,MADIKERI,KADAGADALU
2007,KARNATAKA,KODAGU,MADIKERI,KALAKERI NIDUGANE
2007,KARNATAKA,KODAGU,MADIKERI,MAKKANDUR
2007,KARNATAKA,KODAGU,MADIKERI,MARAGODU
2007,KARNATAKA,KODAGU,SOMVARPET,BELUR
2007,KARNATAKA,KODAGU,SOMVARPET,KEDAKALLU
2007,KARNATAKA,KODAGU,SOMVARPET,NANJARAYAPATNA
2007,KARNATAKA,KODAGU,SOMVARPET,NELLIAHUDIKERI
2007,KARNATAKA,KODAGU,SOMVARPET,SUNTICOPPA
2007,KARNATAKA,MYSORE,MYSORE,BHOGADI
2007,KARNATAKA,MYSORE,MYSORE,HINKAL
2007,KARNATAKA,MYSORE,TIRUMAKUDAL-NARSIPUR,BYRAPURA
2007,KARNATAKA,SHIMOGA,BHADRAVATI,SIDLIPURA
2007,KARNATAKA,SHIMOGA,BHADRAVATI,VEERAPURA
2007,KARNATAKA,SHIMOGA,BHADRAVATI,YEDEHALLI
2007,KARNATAKA,SHIMOGA,HOSANAGARA,ARASALU
2007,KARNATAKA,SHIMOGA,HOSANAGARA,KAIRAGUNDA (MASTIKATTE)
2007,KARNATAKA,SHIMOGA,HOSANAGARA,MELINABESIGE (SALAGERI)
2007,KARNATAKA,SHIMOGA,SAGAR,ANANDAPURAM
2007,KARNATAKA,SHIMOGA,SAGAR,BHIMANAKONE
2007,KARNATAKA,SHIMOGA,SAGAR,HEGGODU
2007,KARNATAKA,SHIMOGA,SAGAR,KALMANE
2007,KARNATAKA,SHIMOGA,SAGAR,KANDIKA
2007,KARNATAKA,SHIMOGA,SAGAR,ULLUR
2007,KARNATAKA,SHIMOGA,SHIKARPUR,CHURCHIGUNDI
2007,KARNATAKA,SHIMOGA,SHIKARPUR,GAMA
2007,KARNATAKA,SHIMOGA,SHIMOGA,BIDARE
2007,KARNATAKA,SHIMOGA,SHIMOGA,GAJANUR
2007,KARNATAKA,SHIMOGA,SHIMOGA,HOLALUR
2007,KARNATAKA,SHIMOGA,SHIMOGA,HOSUDI
2007,KARNATAKA,SHIMOGA,TIRTHAHALLI,HAROGULIGE
2007,KARNATAKA,SHIMOGA,TIRTHAHALLI,KONANDURU
2007,KARNATAKA,SHIMOGA,TIRTHAHALLI,MELIGE
2007,KARNATAKA,SHIMOGA,TIRTHAHALLI,MELINAKURUVALLI
2007,KARNATAKA,SHIMOGA,TIRTHAHALLI,NERATURU
2007,KARNATAKA,UDUPI,KUNDAPURA,HANGALOOR
2007,KARNATAKA,UDUPI,KUNDAPURA,KUMBHASHI
2007,KARNATAKA,UDUPI,KUNDAPURA,MARAVANTHE
2007,KARNATAKA,UDUPI,UDUPI,BELAPU
2007,KARNATAKA,UDUPI,UDUPI,CHANTHARU
2007,KARNATAKA,UDUPI,UDUPI,KALYANAPURA
2007,KARNATAKA,UDUPI,UDUPI,KATAPADI
2007,KARNATAKA,UDUPI,UDUPI,MAJOOR
2007,KARNATAKA,UDUPI,UDUPI,PANDESHWARA
2007,KARNATAKA,UDUPI,UDUPI,THENKANIDIYOOR
2007,KARNATAKA,UDUPI,UDUPI,ULIYARAGOLI
2007,KARNATAKA,UTTAR KANNADA,ANKOLA,SUNKASAL
2007,KARNATAKA,UTTAR KANNADA,ANKOLA,VANDIGE
2007,KARNATAKA,UTTAR KANNADA,KARWAR,CHENDIYA
2007,KARNATAKA,UTTAR KANNADA,KUMTA,KODAKANI
2007,KARNATAKA,UTTAR KANNADA,SIRSI,BISALKOPPA
2007,KARNATAKA,UTTAR KANNADA,SIRSI,ISALOORU
2007,KARNATAKA,UTTAR KANNADA,SUPA,NANDIGADDE
2007,KARNATAKA,UTTAR KANNADA,SUPA,ULVI
2007,KARNATAKA,UTTAR KANNADA,YELLAPUR,ANGOD
2007,KARNATAKA,UTTAR KANNADA,YELLAPUR,DEHALLI
2007,KARNATAKA,UTTAR KANNADA,YELLAPUR,UMMACHAJI
